,Country,CustomerID
3961,United Kingdom,16916.0
4011,United Kingdom,17964.0
4046,United Kingdom,14466.0
4056,United Kingdom,17235.0
4066,United Kingdom,16510.0
4079,United Kingdom,17802.0
4091,United Kingdom,15107.0
4096,United Kingdom,17976.0
4203,United Kingdom,14449.0
4287,United Kingdom,15838.0
4289,United Kingdom,16781.0
4306,United Kingdom,17547.0
4308,United Kingdom,13491.0
4315,United Kingdom,16186.0
4335,United Kingdom,17685.0
4349,United Kingdom,17581.0
4387,United Kingdom,15732.0
4392,United Kingdom,13138.0
4406,United Kingdom,15823.0
4412,United Kingdom,17567.0
4439,United Kingdom,15061.0
4546,United Kingdom,16203.0
4561,United Kingdom,15640.0
4568,United Kingdom,15574.0
4689,United Kingdom,16770.0
4695,United Kingdom,17838.0
4726,United Kingdom,17228.0
4744,United Kingdom,14829.0
4777,United Kingdom,17412.0
4786,United Kingdom,14031.0
4811,United Kingdom,14775.0
4831,United Kingdom,12971.0
4836,United Kingdom,15834.0
4838,United Kingdom,17659.0
4850,United Kingdom,15299.0
4859,United Kingdom,15646.0
4876,United Kingdom,13958.0
4881,United Kingdom,14443.0
4884,EIRE,14156.0
4886,United Kingdom,16995.0
4887,United Kingdom,13402.0
4904,United Kingdom,18168.0
4908,United Kingdom,17757.0
4931,United Kingdom,14625.0
4933,United Kingdom,13011.0
4936,United Kingdom,13798.0
4937,United Kingdom,15384.0
4942,United Kingdom,14264.0
4944,United Kingdom,13295.0
4945,United Kingdom,16754.0
4951,United Kingdom,16634.0
4959,United Kingdom,18239.0
4988,United Kingdom,14576.0
4989,United Kingdom,13145.0
5017,United Kingdom,14395.0
5044,United Kingdom,14865.0
5047,United Kingdom,15093.0
5063,Germany,12738.0
5074,United Kingdom,16150.0
5096,United Kingdom,17552.0
5109,United Kingdom,14236.0
5112,United Kingdom,17961.0
5141,United Kingdom,14573.0
5217,United Kingdom,17135.0
5229,United Kingdom,17396.0
5232,United Kingdom,14213.0
5237,United Kingdom,12967.0
5252,France,12686.0
5259,United Kingdom,14679.0
5260,United Kingdom,15240.0
5263,United Kingdom,18225.0
5264,United Kingdom,13370.0
5303,United Kingdom,16883.0
5320,Switzerland,13520.0
5326,United Kingdom,12841.0
5350,United Kingdom,16905.0
5360,Germany,12427.0
5451,United Kingdom,17967.0
5687,United Kingdom,16891.0
6350,United Kingdom,14589.0
6353,EIRE,
6377,United Kingdom,14680.0
6393,United Kingdom,17884.0
6421,Spain,12557.0
6426,United Kingdom,14083.0
6492,United Kingdom,13013.0
6560,United Kingdom,14210.0
6588,United Kingdom,16477.0
6602,Germany,12600.0
6604,United Kingdom,16013.0
6607,United Kingdom,17949.0
6608,Poland,12779.0
6616,United Kingdom,16926.0
6630,United Kingdom,17787.0
6661,France,12682.0
6748,United Kingdom,14723.0
6767,United Kingdom,17954.0
6784,United Kingdom,17819.0
6965,Germany,12712.0
7003,United Kingdom,15373.0
7014,United Kingdom,16140.0
7021,United Kingdom,17198.0
7074,United Kingdom,17238.0
7134,Portugal,12793.0
7149,United Kingdom,15769.0
7150,United Kingdom,14396.0
7184,United Kingdom,14898.0
7214,Italy,12725.0
7238,United Kingdom,16725.0
7279,Belgium,12395.0
7294,United Kingdom,16455.0
7314,United Kingdom,13081.0
7388,United Kingdom,15545.0
7419,United Kingdom,17243.0
7430,United Kingdom,15465.0
7437,United Kingdom,15708.0
7440,United Kingdom,13089.0
7442,United Kingdom,16033.0
7468,United Kingdom,13838.0
7520,United Kingdom,15351.0
7522,United Kingdom,18055.0
7541,United Kingdom,15038.0
7576,United Kingdom,18109.0
7590,United Kingdom,13069.0
7633,United Kingdom,16241.0
7647,United Kingdom,14800.0
7740,United Kingdom,16839.0
7745,United Kingdom,16168.0
7748,United Kingdom,16931.0
7789,United Kingdom,16814.0
7855,United Kingdom,13269.0
7867,United Kingdom,14813.0
7891,France,12567.0
7960,United Kingdom,17062.0
7986,Lithuania,15332.0
8020,United Kingdom,14810.0
8043,United Kingdom,16353.0
8044,United Kingdom,18118.0
8162,United Kingdom,13831.0
8187,United Kingdom,13506.0
8204,United Kingdom,17796.0
8223,United Kingdom,15716.0
8261,United Kingdom,18156.0
8316,United Kingdom,15221.0
8322,United Kingdom,16983.0
8331,United Kingdom,17059.0
8485,United Kingdom,16327.0
8551,United Kingdom,17211.0
8584,United Kingdom,17026.0
8626,United Kingdom,15570.0
8686,United Kingdom,15880.0
8791,United Kingdom,16718.0
8836,United Kingdom,15808.0
8933,United Kingdom,17858.0
8953,United Kingdom,16393.0
8991,United Kingdom,14161.0
9017,United Kingdom,17863.0
9039,United Kingdom,16411.0
9073,United Kingdom,16402.0
9130,United Kingdom,15023.0
9167,United Kingdom,17402.0
9201,United Kingdom,15426.0
9287,Germany,12647.0
9306,United Kingdom,15894.0
9344,United Kingdom,15867.0
9443,United Kingdom,14506.0
9495,United Kingdom,15555.0
9527,United Kingdom,13034.0
9565,United Kingdom,15889.0
9673,United Kingdom,15953.0
9689,United Kingdom,16143.0
9705,Germany,12720.0
9741,United Kingdom,16422.0
9754,United Kingdom,12747.0
9761,United Kingdom,15502.0
9783,Japan,12763.0
9799,United Kingdom,14081.0
9869,United Kingdom,17965.0
9876,United Kingdom,14404.0
9902,United Kingdom,13579.0
9911,United Kingdom,13174.0
10144,United Kingdom,15987.0
10153,United Kingdom,17677.0
10176,United Kingdom,13652.0
10194,Italy,12586.0
10195,United Kingdom,17428.0
10204,United Kingdom,16161.0
10210,United Kingdom,16858.0
10832,United Kingdom,18219.0
11413,United Kingdom,14293.0
11428,United Kingdom,14748.0
11457,United Kingdom,16638.0
11459,United Kingdom,17674.0
11473,Portugal,12808.0
11480,United Kingdom,13094.0
11483,United Kingdom,15899.0
11488,Germany,12708.0
11547,United Kingdom,15898.0
11637,United Kingdom,17691.0
11646,United Kingdom,17227.0
11656,United Kingdom,15039.0
11712,United Kingdom,15919.0
11761,United Kingdom,13497.0
11770,United Kingdom,15860.0
11785,United Kingdom,14189.0
11794,United Kingdom,15304.0
11800,United Kingdom,14867.0
11801,United Kingdom,14344.0
11813,Germany,12474.0
11814,United Kingdom,16719.0
11858,United Kingdom,15048.0
11881,United Kingdom,15301.0
11915,United Kingdom,14708.0
11927,United Kingdom,16898.0
11997,United Kingdom,14825.0
12007,United Kingdom,18113.0
12009,United Kingdom,17596.0
12071,United Kingdom,15078.0
12092,United Kingdom,14085.0
12120,United Kingdom,17860.0
12178,United Kingdom,13155.0
12230,United Kingdom,15028.0
12244,United Kingdom,16919.0
12266,United Kingdom,17259.0
12353,United Kingdom,17019.0
12402,United Kingdom,14487.0
12403,United Kingdom,16722.0
12419,United Kingdom,15882.0
12456,United Kingdom,14667.0
12480,United Kingdom,16710.0
12538,United Kingdom,16550.0
12541,United Kingdom,15984.0
12574,United Kingdom,17682.0
12611,United Kingdom,16658.0
12667,United Kingdom,17068.0
12730,United Kingdom,15356.0
12783,United Kingdom,17223.0
12813,United Kingdom,16817.0
12824,United Kingdom,13030.0
12884,United Kingdom,17191.0
13021,United Kingdom,15194.0
13037,United Kingdom,14409.0
13043,United Kingdom,16654.0
13052,United Kingdom,16861.0
13054,United Kingdom,16138.0
13055,United Kingdom,13481.0
13092,United Kingdom,13495.0
13106,United Kingdom,17519.0
13124,United Kingdom,17218.0
13175,United Kingdom,17812.0
13208,United Kingdom,14215.0
13214,United Kingdom,15602.0
13220,United Kingdom,17320.0
13265,United Kingdom,16782.0
13266,United Kingdom,12913.0
13963,United Kingdom,17869.0
13979,United Kingdom,13564.0
14022,United Kingdom,14850.0
14023,United Kingdom,15021.0
14052,United Kingdom,13963.0
14059,United Kingdom,17450.0
14088,United Kingdom,17091.0
14101,United Kingdom,17470.0
14112,United Kingdom,17616.0
14113,United Kingdom,15649.0
14126,France,12681.0
14167,United Kingdom,14907.0
14195,United Kingdom,17735.0
14218,United Kingdom,16059.0
14256,United Kingdom,17720.0
14257,United Kingdom,15018.0
14272,United Kingdom,14733.0
14321,United Kingdom,13756.0
14323,United Kingdom,14176.0
14332,United Kingdom,13319.0
14393,United Kingdom,15353.0
14405,United Kingdom,18119.0
14438,United Kingdom,17491.0
14443,United Kingdom,14282.0
14473,United Kingdom,13569.0
14498,United Kingdom,15498.0
14538,United Kingdom,14673.0
14553,United Kingdom,13488.0
14598,United Kingdom,16221.0
14610,United Kingdom,15002.0
14641,United Kingdom,15965.0
14657,United Kingdom,15024.0
14704,United Kingdom,17675.0
14718,United Kingdom,13769.0
14729,United Kingdom,16904.0
14765,United Kingdom,16086.0
14789,United Kingdom,13786.0
14796,United Kingdom,13880.0
14806,United Kingdom,13173.0
14829,United Kingdom,15858.0
14932,United Kingdom,15180.0
14938,Iceland,12347.0
14969,United Kingdom,14739.0
14981,United Kingdom,16293.0
14997,United Kingdom,17419.0
15023,United Kingdom,16775.0
15041,United Kingdom,16306.0
15043,United Kingdom,16950.0
16233,United Kingdom,17591.0
16314,United Kingdom,12839.0
16336,United Kingdom,13807.0
16343,United Kingdom,16125.0
16416,United Kingdom,15081.0
16425,United Kingdom,18102.0
16443,United Kingdom,16365.0
16985,United Kingdom,17870.0
16986,United Kingdom,14821.0
16988,United Kingdom,16863.0
16997,United Kingdom,13078.0
17007,United Kingdom,13267.0
17022,United Kingdom,13050.0
17040,Germany,12709.0
17047,United Kingdom,15628.0
17067,Australia,12386.0
17075,United Kingdom,14796.0
17076,United Kingdom,16779.0
17090,United Kingdom,13599.0
17103,United Kingdom,13329.0
17136,United Kingdom,18077.0
17155,United Kingdom,14744.0
17159,United Kingdom,17406.0
17178,United Kingdom,15750.0
17195,United Kingdom,13983.0
17210,United Kingdom,13842.0
17280,France,12441.0
17305,United Kingdom,13199.0
17312,United Kingdom,14032.0
17326,United Kingdom,17706.0
17357,United Kingdom,16081.0
17379,United Kingdom,16525.0
17388,United Kingdom,14952.0
17391,United Kingdom,17975.0
17399,United Kingdom,16122.0
17409,United Kingdom,13126.0
17421,United Kingdom,15973.0
17426,United Kingdom,16558.0
17453,United Kingdom,16713.0
17454,United Kingdom,16893.0
17597,United Kingdom,15529.0
17621,United Kingdom,18043.0
17687,United Kingdom,16016.0
17760,United Kingdom,17722.0
17805,United Kingdom,17324.0
17811,United Kingdom,17341.0
17972,United Kingdom,14051.0
17986,United Kingdom,15916.0
17988,United Kingdom,16233.0
17990,United Kingdom,16385.0
18011,United Kingdom,15032.0
18100,United Kingdom,17213.0
18115,United Kingdom,18061.0
18132,United Kingdom,13113.0
18135,United Kingdom,16553.0
18151,United Kingdom,13455.0
18236,United Kingdom,14217.0
18244,United Kingdom,17262.0
18246,United Kingdom,14299.0
18248,United Kingdom,18259.0
18256,United Kingdom,17676.0
18271,United Kingdom,16679.0
18274,United Kingdom,18269.0
18281,Portugal,12766.0
18334,United Kingdom,15298.0
18352,United Kingdom,18193.0
18353,United Kingdom,13523.0
18974,United Kingdom,12870.0
18976,United Kingdom,15005.0
19004,United Kingdom,15581.0
19026,United Kingdom,15680.0
19075,United Kingdom,13649.0
19090,United Kingdom,17894.0
19104,United Kingdom,13270.0
19108,United Kingdom,14618.0
19109,United Kingdom,14866.0
19110,United Kingdom,13077.0
19124,United Kingdom,13115.0
19134,United Kingdom,13531.0
19149,United Kingdom,13848.0
19150,United Kingdom,13140.0
19166,United Kingdom,15713.0
19175,United Kingdom,17999.0
19217,United Kingdom,15347.0
19262,United Kingdom,17340.0
19353,United Kingdom,13984.0
19358,United Kingdom,15996.0
19404,United Kingdom,14030.0
19430,United Kingdom,16252.0
19451,United Kingdom,16596.0
19465,United Kingdom,16700.0
19479,United Kingdom,16011.0
19501,United Kingdom,17655.0
19510,United Kingdom,16717.0
19632,United Kingdom,14243.0
19640,United Kingdom,12963.0
19668,United Kingdom,15079.0
19672,United Kingdom,14437.0
19683,United Kingdom,12942.0
19699,United Kingdom,15660.0
19709,United Kingdom,18092.0
19719,United Kingdom,15358.0
19792,Germany,12481.0
19802,France,12721.0
19805,Germany,12621.0
19824,United Kingdom,18071.0
19838,France,12683.0
19871,Japan,12755.0
19896,United Kingdom,13854.0
19899,Portugal,12797.0
19962,United Kingdom,13369.0
19976,France,12494.0
19979,United Kingdom,17857.0
19994,United Kingdom,17411.0
20000,Channel Islands,14932.0
20017,Denmark,12429.0
20041,United Kingdom,14987.0
20043,United Kingdom,14355.0
20127,United Kingdom,17526.0
20132,United Kingdom,14896.0
20206,United Kingdom,14440.0
20219,United Kingdom,13240.0
20240,United Kingdom,14479.0
20250,United Kingdom,16065.0
20325,United Kingdom,17430.0
20332,United Kingdom,16520.0
20401,United Kingdom,15945.0
20438,United Kingdom,15181.0
20439,United Kingdom,15856.0
20495,United Kingdom,13102.0
20507,United Kingdom,14205.0
20523,United Kingdom,17702.0
20529,United Kingdom,15271.0
20553,United Kingdom,13982.0
20577,United Kingdom,15288.0
20603,United Kingdom,17978.0
20615,United Kingdom,16795.0
20681,United Kingdom,16519.0
21339,United Kingdom,17816.0
21350,United Kingdom,13021.0
21413,United Kingdom,16255.0
21439,United Kingdom,17671.0
21456,United Kingdom,17646.0
21469,Germany,12649.0
21471,United Kingdom,16350.0
21474,United Kingdom,12872.0
21512,United Kingdom,17339.0
21517,United Kingdom,18230.0
21519,United Kingdom,16499.0
21565,Spain,17097.0
21608,United Kingdom,15192.0
21623,United Kingdom,14441.0
21624,United Kingdom,15279.0
21626,United Kingdom,16579.0
21627,United Kingdom,15380.0
21629,United Kingdom,17442.0
21630,United Kingdom,17950.0
21671,United Kingdom,12826.0
21680,United Kingdom,17456.0
21699,United Kingdom,17307.0
21703,United Kingdom,15811.0
21724,United Kingdom,13327.0
21745,United Kingdom,17700.0
21748,United Kingdom,13136.0
21753,United Kingdom,15535.0
21755,Germany,12605.0
21758,United Kingdom,15329.0
21794,United Kingdom,15211.0
21817,United Kingdom,15596.0
22063,United Kingdom,16163.0
22210,United Kingdom,16907.0
22281,United Kingdom,17576.0
22365,United Kingdom,14713.0
22390,United Kingdom,14702.0
22420,United Kingdom,13230.0
22433,United Kingdom,13969.0
22458,United Kingdom,17530.0
22523,United Kingdom,15805.0
23121,United Kingdom,17696.0
23138,United Kingdom,17076.0
23145,United Kingdom,17827.0
23155,United Kingdom,16265.0
23187,United Kingdom,17880.0
23219,United Kingdom,13000.0
23242,United Kingdom,17790.0
23273,France,12731.0
23289,United Kingdom,14419.0
23397,United Kingdom,14082.0
23426,United Kingdom,17912.0
23441,United Kingdom,15723.0
23509,United Kingdom,16656.0
23645,United Kingdom,14037.0
23712,United Kingdom,14256.0
23752,United Kingdom,14543.0
23757,United Kingdom,16062.0
23766,United Kingdom,18116.0
23838,United Kingdom,16019.0
23897,United Kingdom,18178.0
23913,United Kingdom,18065.0
23957,United Kingdom,13148.0
23975,United Kingdom,12989.0
24015,United Kingdom,14107.0
24031,United Kingdom,15881.0
24036,Portugal,12785.0
24050,United Kingdom,16727.0
24096,United Kingdom,15514.0
24215,United Kingdom,13787.0
24222,United Kingdom,17865.0
24258,United Kingdom,17220.0
25077,United Kingdom,16565.0
25118,United Kingdom,16873.0
25187,United Kingdom,14062.0
25243,United Kingdom,15179.0
25244,United Kingdom,18016.0
25263,United Kingdom,14448.0
25351,United Kingdom,15503.0
25421,United Kingdom,17251.0
25460,United Kingdom,16923.0
25555,United Kingdom,14159.0
25606,United Kingdom,17126.0
25609,United Kingdom,15224.0
25611,United Kingdom,14577.0
25748,Japan,12753.0
25818,United Kingdom,17236.0
25837,United Kingdom,17372.0
25883,United Kingdom,16367.0
25920,United Kingdom,12875.0
25921,United Kingdom,17917.0
25950,United Kingdom,16010.0
25974,United Kingdom,17085.0
26059,United Kingdom,13668.0
26102,United Kingdom,14684.0
26150,United Kingdom,17188.0
26174,United Kingdom,15547.0
26230,United Kingdom,15998.0
26348,United Kingdom,14413.0
26371,United Kingdom,18004.0
26411,United Kingdom,13959.0
26427,United Kingdom,16665.0
26436,United Kingdom,15454.0
26461,United Kingdom,15044.0
26519,United Kingdom,17937.0
26532,United Kingdom,14608.0
26533,United Kingdom,17618.0
26586,United Kingdom,14505.0
26723,United Kingdom,18037.0
26755,United Kingdom,13198.0
27269,Spain,12540.0
27289,United Kingdom,13225.0
27293,United Kingdom,15361.0
27300,United Kingdom,15689.0
27306,United Kingdom,14290.0
27330,United Kingdom,13209.0
27924,United Kingdom,13999.0
27941,United Kingdom,14498.0
27965,United Kingdom,15854.0
27980,United Kingdom,16701.0
27991,United Kingdom,16927.0
27994,United Kingdom,17990.0
28027,United Kingdom,14544.0
28084,United Kingdom,17338.0
28147,United Kingdom,17231.0
28149,United Kingdom,17799.0
28182,United Kingdom,14565.0
28245,United Kingdom,16726.0
28307,United Kingdom,17303.0
28360,United Kingdom,14639.0
28401,United Kingdom,17611.0
28497,United Kingdom,17179.0
28517,United Kingdom,17524.0
28560,Germany,12476.0
28582,United Kingdom,17293.0
28631,United Kingdom,17890.0
28718,United Kingdom,17375.0
28739,United Kingdom,17371.0
28763,United Kingdom,17969.0
28857,United Kingdom,15159.0
28955,United Kingdom,13211.0
28959,United Kingdom,15777.0
28995,United Kingdom,14525.0
29020,United Kingdom,13324.0
29048,United Kingdom,13802.0
29059,United Kingdom,13948.0
29066,United Kingdom,13008.0
29068,United Kingdom,14206.0
29127,United Kingdom,16202.0
29145,United Kingdom,16442.0
29191,United Kingdom,18075.0
29203,United Kingdom,15468.0
29205,United Kingdom,16570.0
29207,United Kingdom,14524.0
29252,United Kingdom,18141.0
29278,Australia,12434.0
29283,United Kingdom,16810.0
29369,United Kingdom,14961.0
29418,United Kingdom,17041.0
29496,United Kingdom,16458.0
29506,United Kingdom,16083.0
29525,United Kingdom,16262.0
29531,United Kingdom,17194.0
29559,United Kingdom,14057.0
29613,United Kingdom,14871.0
29638,United Kingdom,13178.0
29670,United Kingdom,18044.0
29713,United Kingdom,16812.0
29728,United Kingdom,16191.0
29732,Cyprus,12370.0
29815,United Kingdom,14298.0
29918,United Kingdom,17158.0
29948,United Kingdom,14415.0
30018,United Kingdom,16899.0
30070,United Kingdom,16531.0
30078,Sweden,17404.0
30177,United Kingdom,16556.0
30222,United Kingdom,16805.0
30289,United Kingdom,16503.0
30425,United Kingdom,17739.0
30430,United Kingdom,13238.0
30533,United Kingdom,12829.0
30544,United Kingdom,13097.0
30556,United Kingdom,12867.0
30729,United Kingdom,15392.0
30976,United Kingdom,13846.0
31102,United Kingdom,14401.0
31117,United Kingdom,16145.0
31161,United Kingdom,17629.0
31172,United Kingdom,14150.0
31184,United Kingdom,13496.0
31211,United Kingdom,13611.0
31232,United Kingdom,16954.0
31249,United Kingdom,17454.0
31258,United Kingdom,17449.0
31369,United Kingdom,17230.0
31464,Austria,12865.0
31510,United Kingdom,15950.0
31539,United Kingdom,15512.0
31545,United Kingdom,17525.0
31554,United Kingdom,13458.0
31589,United Kingdom,14426.0
31606,United Kingdom,16003.0
31626,United Kingdom,13092.0
31664,United Kingdom,13426.0
31674,United Kingdom,15101.0
31695,United Kingdom,17033.0
31703,United Kingdom,13221.0
31783,United Kingdom,14201.0
31796,United Kingdom,17692.0
31821,United Kingdom,15822.0
31853,United Kingdom,16134.0
31869,United Kingdom,17551.0
31930,United Kingdom,18050.0
31965,United Kingdom,14913.0
31982,Israel,12666.0
31984,United Kingdom,15641.0
32004,United Kingdom,13124.0
32065,United Kingdom,17214.0
32079,United Kingdom,15456.0
32105,United Kingdom,15062.0
32116,United Kingdom,12928.0
32133,United Kingdom,15727.0
32203,United Kingdom,17980.0
32218,United Kingdom,15290.0
32226,United Kingdom,17752.0
32227,United Kingdom,15615.0
32250,France,12577.0
32368,United Kingdom,17044.0
32371,United Kingdom,13829.0
32374,United Kingdom,17633.0
32390,United Kingdom,13266.0
32397,United Kingdom,17820.0
32400,United Kingdom,15664.0
32413,United Kingdom,17189.0
32468,United Kingdom,17496.0
32478,United Kingdom,16607.0
32486,United Kingdom,13317.0
32500,United Kingdom,13890.0
32514,United Kingdom,17001.0
32562,United Kingdom,15246.0
32574,United Kingdom,16996.0
32580,United Kingdom,15482.0
32595,United Kingdom,16037.0
32611,United Kingdom,14841.0
32631,United Kingdom,16670.0
32677,United Kingdom,16985.0
32704,United Kingdom,16705.0
32722,United Kingdom,16470.0
32723,United Kingdom,14414.0
32752,United Kingdom,15563.0
32785,United Kingdom,12980.0
32788,United Kingdom,16746.0
32906,United Kingdom,14878.0
32919,United Kingdom,16743.0
32949,United Kingdom,17146.0
32965,United Kingdom,12877.0
33031,United Kingdom,15394.0
33087,United Kingdom,14621.0
33106,United Kingdom,15379.0
33167,United Kingdom,14309.0
33320,United Kingdom,17288.0
33327,United Kingdom,14709.0
33342,United Kingdom,15157.0
33398,United Kingdom,17744.0
33425,United Kingdom,16316.0
33500,United Kingdom,15620.0
33531,United Kingdom,15789.0
33556,United Kingdom,16560.0
33597,United Kingdom,13534.0
33608,United Kingdom,17580.0
33611,United Kingdom,14777.0
33614,United Kingdom,15759.0
33631,United Kingdom,14373.0
33636,United Kingdom,18176.0
33686,United Kingdom,15366.0
33694,United Kingdom,14735.0
33703,United Kingdom,16271.0
33728,United Kingdom,18223.0
33751,United Kingdom,15532.0
33811,United Kingdom,16816.0
33864,United Kingdom,16684.0
33873,United Kingdom,14334.0
33951,United Kingdom,16945.0
33971,United Kingdom,14643.0
33986,United Kingdom,15197.0
33989,United Kingdom,14220.0
34000,United Kingdom,13874.0
34018,United Kingdom,18260.0
34029,United Kingdom,17848.0
34034,United Kingdom,17392.0
34083,Finland,12348.0
34191,United Kingdom,14985.0
34241,United Kingdom,13004.0
34264,United Kingdom,14560.0
34293,Austria,12370.0
34302,United Kingdom,12931.0
34303,United Kingdom,13627.0
34395,Spain,12551.0
34405,Portugal,12782.0
34427,United Kingdom,14769.0
34449,United Kingdom,15780.0
34461,Belgium,12417.0
34510,United Kingdom,17315.0
34569,United Kingdom,16711.0
34570,France,12726.0
34649,United Kingdom,15204.0
34658,United Kingdom,17888.0
34661,United Kingdom,17007.0
34683,United Kingdom,15160.0
34687,EIRE,14016.0
34726,United Kingdom,13033.0
35206,France,12691.0
36166,United Kingdom,13869.0
36210,United Kingdom,14146.0
36251,Germany,12705.0
37280,United Kingdom,16885.0
37402,United Kingdom,17913.0
37445,Germany,12668.0
37532,United Kingdom,14472.0
37568,United Kingdom,17358.0
37652,United Kingdom,16686.0
37739,United Kingdom,18245.0
37766,United Kingdom,17343.0
37878,United Kingdom,18256.0
37882,United Kingdom,16153.0
37892,Switzerland,12377.0
37952,Netherlands,14646.0
38279,United Kingdom,12944.0
38312,United Kingdom,15312.0
38313,Bahrain,
38344,United Kingdom,14099.0
38413,United Kingdom,14113.0
38416,United Kingdom,13104.0
38418,United Kingdom,17204.0
38463,United Kingdom,13027.0
38661,United Kingdom,17621.0
38933,United Kingdom,17090.0
38939,United Kingdom,14119.0
39003,United Kingdom,15527.0
39048,United Kingdom,18097.0
39453,United Kingdom,15460.0
39657,United Kingdom,15034.0
39761,Belgium,12423.0
39777,France,12678.0
39914,United Kingdom,15208.0
40060,United Kingdom,17306.0
40090,United Kingdom,14737.0
40098,United Kingdom,13029.0
40124,United Kingdom,16270.0
40179,United Kingdom,13487.0
41139,Italy,12515.0
41190,United Kingdom,17400.0
41227,United Kingdom,17593.0
41253,United Kingdom,13953.0
41254,United Kingdom,14533.0
41328,France,12734.0
41332,United Kingdom,14944.0
41349,United Kingdom,17239.0
41390,United Kingdom,14532.0
41407,Belgium,12383.0
41518,United Kingdom,15562.0
41519,United Kingdom,15587.0
41525,United Kingdom,13922.0
41610,Germany,13817.0
41697,Germany,12585.0
42274,United Kingdom,13165.0
